owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title,reason
ssc-spc,A-2021-00145,2021,10,"Provide all test reports and/or results reviewed and approved by Laura Jackman - Director, Network Operations, between the dates of Oct1, 2018 and Aug 16, 2021 related to Cisco network equipment interoperability with network equipments","Fournir tous les rapports d’essai ou les résultats examinés et approuvés par Laura Jackman, directrice des opérations réseau, pour la période allant du 1er octobre 2018 au 16 août 2021 concernant l’interopérabilité des équipements de réseau de Cisco avec les autres équipements de réseau.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00146,2021,8,"Organization's Black employee population by major job classifications -- for each of the years 1970 to 2020, to the extent that data or information is available.","Employés noirs de l’organisation, par classification d’emploi majeure - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00146,2021,9,"Organization's Black employee population by major job classifications -- for each of the years 1970 to 2020, to the extent that data or information is available.","Employés noirs de l’organisation, par classification d’emploi majeure - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00147,2021,8,"Provide all records pertaining to any phone conversations between Paul Glover and Shannon Leininger, President of Cisco Systems Canada since January 1, 2021.","Fournir tous les documents relatifs à toute conversation téléphonique entre Paul Glover et Shannon Leininger, présidente de Cisco Systems Canada depuis le 1er janvier 2021.",DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00147,2021,10,"Provide all records pertaining to any phone conversations between Paul Glover and Shannon Leininger, President of Cisco Systems Canada since January 1, 2021.","Fournir tous les documents relatifs à toute conversation téléphonique entre Paul Glover et Shannon Leininger, présidente de Cisco Systems Canada depuis le 1er janvier 2021.",DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00148,2021,8,"SSC's visible minority population by major job classifications -- for each of the years 1970 to 2020, to the extent that data or information is available.","Membres d’une minorité visible de SPC, par classification d’emploi majeure - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00148,2021,9,"SSC's visible minority population by major job classifications -- for each of the years 1970 to 2020, to the extent that data or information is available.","Membres d’une minorité visible de SPC, par classification d’emploi majeure - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00149,2021,8,"SSC's population by salary range for each of the years 1970 to 2020, to the extent that data or information is available.","Employés de SPC, par échelle salariale, pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00149,2021,9,"SSC's population by salary range for each of the years 1970 to 2020, to the extent that data or information is available.","Employés de SPC, par échelle salariale, pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00150,2021,8,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between August 16, 2021 and August 22, 2021","Fournir tous les documents relatifs aux décisions d’achat concernant Cisco du Comité d’examen des besoins en infrastructure de réseau (CEBIR) de Services partagés Canada au sein de la Direction générale des SRS, du 16 au 22 août 2021.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00150,2021,9,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between August 16, 2021 and August 22, 2021","Fournir tous les documents relatifs aux décisions d’achat concernant Cisco du Comité d’examen des besoins en infrastructure de réseau (CEBIR) de Services partagés Canada au sein de la Direction générale des SRS, du 16 au 22 août 2021.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00151,2021,8,"Records related to the June 1st, 2021 Network Infrastructure Requirement Review Committee endorsement of a procurement requiring Cisco network technology with no substitute in R000086993. Provide recommendations by Gartner related to R000086993.","Les documents liés à l’approbation d’un projet d’achat nécessitant la technologie du réseau Cisco par le Comité d’examen des besoins en infrastructure de réseau, sans substitut R000086993, le 1er juin 2021. Fournir les recommandations de Gartner concernant R000086993.",DP (Disclosed in part / Communication partielle),4,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00151,2021,11,"Records related to the June 1st, 2021 Network Infrastructure Requirement Review Committee endorsement of a procurement requiring Cisco network technology with no substitute in R000086993. Provide recommendations by Gartner related to R000086993.","Les documents liés à l’approbation d’un projet d’achat nécessitant la technologie du réseau Cisco par le Comité d’examen des besoins en infrastructure de réseau, sans substitut R000086993, le 1er juin 2021. Fournir les recommandations de Gartner concernant R000086993.",DP (Disclosed in part / Communication partielle),4,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00152,2021,8,"Provide emails and outlook calendar invitations inside Paul Glover's SSC Outlook mailbox sent on or after President of Cisco Systems Canada since January 1, 2021.","Fournir les courriels et les invitations au calendrier Outlook dans la boîte courriel Outlook de SPC de Paul Glover envoyés à partir du 1er janvier 2021, date de nomination de la présidente de Cisco Systems Canada.",DP (Disclosed in part / Communication partielle),4,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00152,2021,10,"Provide emails and outlook calendar invitations inside Paul Glover's SSC Outlook mailbox sent on or after President of Cisco Systems Canada since January 1, 2021.","Fournir les courriels et les invitations au calendrier Outlook dans la boîte courriel Outlook de SPC de Paul Glover envoyés à partir du 1er janvier 2021, date de nomination de la présidente de Cisco Systems Canada.",DP (Disclosed in part / Communication partielle),4,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00153,2021,8,"I am requesting a copy of the ""Privacy Breach Checklist"" as used by the CIO's office to investigate privacy breaches.",Je demande une copie de la liste de contrôle concernant les atteintes à la vie privée utilisée par le Bureau du DPI aux fins d’enquête sur les atteintes à la vie privée.,DA (All disclosed / Communication totale),6,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00153,2021,9,"I am requesting a copy of the ""Privacy Breach Checklist"" as used by the CIO's office to investigate privacy breaches.",Je demande une copie de la liste de contrôle concernant les atteintes à la vie privée utilisée par le Bureau du DPI aux fins d’enquête sur les atteintes à la vie privée.,DA (All disclosed / Communication totale),6,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00154,2021,8,"Provide all records, including but not limited to emails, presentations, documents, meeting minutes for ADM Stephane Cousineau and DG Daniel Desfossés that detail specific, and validated, network equipment interoperability issues related to Cisco.","Fournir tous les documents, y compris, entre autres, les courriels, les présentations, les textes et les comptes rendus de réunions concernant le SMA Stephane Cousineau et le DG Daniel Desfossés qui détaillent les problèmes particuliers et validés d’interopérabilité des équipements de réseau liés à Cisco.",DP (Disclosed in part / Communication partielle),19,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00154,2021,11,"Provide all records, including but not limited to emails, presentations, documents, meeting minutes for ADM Stephane Cousineau and DG Daniel Desfossés that detail specific, and validated, network equipment interoperability issues related to Cisco.","Fournir tous les documents, y compris, entre autres, les courriels, les présentations, les textes et les comptes rendus de réunions concernant le SMA Stephane Cousineau et le DG Daniel Desfossés qui détaillent les problèmes particuliers et validés d’interopérabilité des équipements de réseau liés à Cisco.",DP (Disclosed in part / Communication partielle),19,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00157,2021,8,"Provide all Network Security Services (NSS) Sole Source Limited Tender Certifications and/or Technical Justifications used to support any procurements and/or purchases of Cisco Systems equipment between May 16, 2021 to June 30, 2021.",Fournir toutes les certifications d’appels d’offres limités à source unique ou les justifications techniques de la direction générale des services de réseaux et de sécurité (NSS) utilisées pour soutenir tout approvisionnement ou achat d’équipement de Cisco Systems pour la période allant du 16 mai 2021 au 30 juin 2021.,DP (Disclosed in part / Communication partielle),127,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00157,2021,10,"Provide all Network Security Services (NSS) Sole Source Limited Tender Certifications and/or Technical Justifications used to support any procurements and/or purchases of Cisco Systems equipment between May 16, 2021 to June 30, 2021.",Fournir toutes les certifications d’appels d’offres limités à source unique ou les justifications techniques de la direction générale des services de réseaux et de sécurité (NSS) utilisées pour soutenir tout approvisionnement ou achat d’équipement de Cisco Systems pour la période allant du 16 mai 2021 au 30 juin 2021.,DP (Disclosed in part / Communication partielle),127,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00158,2021,8,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between Aug 23, 2021 and Aug 29, 2021.",Fournir tous les documents portant sur des décisions d’achats liées à Cisco du comité d’examen des exigences en infrastructure de réseau de Services partagés Canada au sein de la direction générale des services de réseaux et de sécurité pour la période allant du 23 août 2021 au 29 août 2021.,DP (Disclosed in part / Communication partielle),15,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00158,2021,10,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between Aug 23, 2021 and Aug 29, 2021.",Fournir tous les documents portant sur des décisions d’achats liées à Cisco du comité d’examen des exigences en infrastructure de réseau de Services partagés Canada au sein de la direction générale des services de réseaux et de sécurité pour la période allant du 23 août 2021 au 29 août 2021.,DP (Disclosed in part / Communication partielle),15,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00159,2021,8,"Provide all test reports and/or results reviewed and approved by Simon Fradette – Director General, Regional Operations, between the dates of October 1, 2018 and August 16, 2021 related to Cisco network equipment interoperability.","Fournir tous les rapports d’essai ou les résultats examinés et approuvés par Simon Fradette, directeur général des opérations régionales, pour la période allant du 1er octobre 2018 au 16 août 2021 liés à l’interopérabilité des équipements de réseau de Cisco.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00159,2021,10,"Provide all test reports and/or results reviewed and approved by Simon Fradette – Director General, Regional Operations, between the dates of October 1, 2018 and August 16, 2021 related to Cisco network equipment interoperability.","Fournir tous les rapports d’essai ou les résultats examinés et approuvés par Simon Fradette, directeur général des opérations régionales, pour la période allant du 1er octobre 2018 au 16 août 2021 liés à l’interopérabilité des équipements de réseau de Cisco.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00160,2021,8,"Provide all records within SSC's Procure2Pay system between August 23, 2021 and August 29, 2021 that contain a reference to Cisco, Cisco Products, Cisco Software, Cisco Maintenance, Cisco technology, Cisco bill of materials.","Fournir tous les enregistrements dans le système d’approvisionnement au paiement en ligne de SPC pour la période allant du 23 août 2021 au 29 août 2021 qui font référence à Cisco, ainsi qu’à ses produits, ses logiciels, ses services de maintenance, sa technologie et sa nomenclature.",DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00160,2021,10,"Provide all records within SSC's Procure2Pay system between August 23, 2021 and August 29, 2021 that contain a reference to Cisco, Cisco Products, Cisco Software, Cisco Maintenance, Cisco technology, Cisco bill of materials.","Fournir tous les enregistrements dans le système d’approvisionnement au paiement en ligne de SPC pour la période allant du 23 août 2021 au 29 août 2021 qui font référence à Cisco, ainsi qu’à ses produits, ses logiciels, ses services de maintenance, sa technologie et sa nomenclature.",DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00161,2021,8,"NIRRC Draft Record of Decision (Virtual Meeting 13 - Apr. 30, 2021). Provide the full value of the SSC inventory base of Cisco equipment that was used to calculate and determine that procurement R000086993 was 1% of the Cisco inventory base.",Ébauche du rapport de décision du comité d’examen des exigences en infrastructure de réseau (13e réunion virtuelle – 30 avril 2021). Fournir la valeur totale de la base d’inventaire de SPC de l’équipement Cisco qui a été utilisée pour calculer et déterminer que l’achat R000086993 représentait 1 % de la base d’inventaire de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00161,2021,10,"NIRRC Draft Record of Decision (Virtual Meeting 13 - Apr. 30, 2021). Provide the full value of the SSC inventory base of Cisco equipment that was used to calculate and determine that procurement R000086993 was 1% of the Cisco inventory base.",Ébauche du rapport de décision du comité d’examen des exigences en infrastructure de réseau (13e réunion virtuelle – 30 avril 2021). Fournir la valeur totale de la base d’inventaire de SPC de l’équipement Cisco qui a été utilisée pour calculer et déterminer que l’achat R000086993 représentait 1 % de la base d’inventaire de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00162,2021,8,"Provide all records for Laura Jackman sent and received from April 1 - August 20, 2021 that references Cisco proprietary technologies - Dynamic Multipoint Virtual Private Network and Group Encrypted Transport VPN as reason for a Sole Source justification.","Fournir tous les documents envoyés et reçus par Laura Jackman, du 1er avril 2021 au 20 août 2021, mentionnant les technologies exclusives de Cisco (réseau privé virtuel multipoint dynamique et RPV par Transport chiffré de groupe) en tant que raisons pour une justification du recours à une source unique.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00162,2021,11,"Provide all records for Laura Jackman sent and received from April 1 - August 20, 2021 that references Cisco proprietary technologies - Dynamic Multipoint Virtual Private Network and Group Encrypted Transport VPN as reason for a Sole Source justification.","Fournir tous les documents envoyés et reçus par Laura Jackman, du 1er avril 2021 au 20 août 2021, mentionnant les technologies exclusives de Cisco (réseau privé virtuel multipoint dynamique et RPV par Transport chiffré de groupe) en tant que raisons pour une justification du recours à une source unique.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00163,2021,8,"Provide the emails and documents sent by Faris Matani of Cisco to Sean Murphy (SSC) between August 27, 2019 and October 1, 2019 in response to the SSC email sent by Sean Murphy to Faris Matani on Tuesday, August 2019 at 11:24 AM.","Fournir les courriels et les documents envoyés par Faris Matani, de Cisco, à Sean Murphy, de SPC, du 27 août 2019 au 1er octobre 2019, en réponse au courriel de SPC envoyé par Sean Murphy à Faris Matani le mardi ? août 2019 à 11 h 24.",DP (Disclosed in part / Communication partielle),5,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00163,2021,11,"Provide the emails and documents sent by Faris Matani of Cisco to Sean Murphy (SSC) between August 27, 2019 and October 1, 2019 in response to the SSC email sent by Sean Murphy to Faris Matani on Tuesday, August 2019 at 11:24 AM.","Fournir les courriels et les documents envoyés par Faris Matani, de Cisco, à Sean Murphy, de SPC, du 27 août 2019 au 1er octobre 2019, en réponse au courriel de SPC envoyé par Sean Murphy à Faris Matani le mardi ? août 2019 à 11 h 24.",DP (Disclosed in part / Communication partielle),5,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00164,2021,8,"All records for Simon Fradette created, sent, and received between April 1-August 20, 2021 that references the Cisco Systems's Dynamic Multipoint Virtual Private Network and Group Encrypted Transport VPN as reason for a directed procurement/Sole Source","Tous les documents créés, envoyés et reçus par Simon Fradette, du 1er avril au 20 août 2021, mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe des systèmes Cisco comme raisons pour un approvisionnement dirigé ou le recours à une source unique.",DP (Disclosed in part / Communication partielle),5,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00164,2021,11,"All records for Simon Fradette created, sent, and received between April 1-August 20, 2021 that references the Cisco Systems's Dynamic Multipoint Virtual Private Network and Group Encrypted Transport VPN as reason for a directed procurement/Sole Source","Tous les documents créés, envoyés et reçus par Simon Fradette, du 1er avril au 20 août 2021, mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe des systèmes Cisco comme raisons pour un approvisionnement dirigé ou le recours à une source unique.",DP (Disclosed in part / Communication partielle),5,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00165,2021,8,"Organization's Black employee population by salary range -- for each of the years 1970 to 2020, to the extent that data or information is available.","Employés noirs de l’organisation, par échelle salariale - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00165,2021,9,"Organization's Black employee population by salary range -- for each of the years 1970 to 2020, to the extent that data or information is available.","Employés noirs de l’organisation, par échelle salariale - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",DA (All disclosed / Communication totale),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00166,2021,8,"Average annual pension of former Organization's employees at 30 and 35 years of service -- for each of the years 1970 to 2020, to the extent that data is available.","Pension annuelle moyenne des anciens employés de l’organisation après 30 ou 35 ans de service - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00166,2021,9,"Average annual pension of former Organization's employees at 30 and 35 years of service -- for each of the years 1970 to 2020, to the extent that data is available.","Pension annuelle moyenne des anciens employés de l’organisation après 30 ou 35 ans de service - pour chaque année, de 1970 à 2020, dans la mesure où les données ou les renseignements sont accessibles.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00169,2021,9,"I am requesting all ""Privacy Breach Checklist"" that have been completed at SSC from 1 January 2020 to 1 September 2021.",Je demande à obtenir toutes les « listes de vérification d’atteinte à la vie privée » qui ont été complétées à SPC du 1er janvier 2020 au 1er septembre 2021.,DP (Disclosed in part / Communication partielle),12,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00169,2021,10,"I am requesting all ""Privacy Breach Checklist"" that have been completed at SSC from 1 January 2020 to 1 September 2021.",Je demande à obtenir toutes les « listes de vérification d’atteinte à la vie privée » qui ont été complétées à SPC du 1er janvier 2020 au 1er septembre 2021.,DP (Disclosed in part / Communication partielle),12,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00170,2021,9,"All emails or calendar invitations for Simon Fradette – Director General, Regional Operations NSS between the dates of August 20, 2019 to August 1, 2020 that contain emails addresses with the domain name cisco.com.","Tous les courriels ou invitations au calendrier pour Simon Fradette, directeur général des opérations régionales pour la direction générale des services de réseaux et de sécurité, pour la période allant du 20 août 2019 au 1er août 2020 qui comprennent des adresses courriels avec le nom de domaine cisco.com.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00170,2021,10,"All emails or calendar invitations for Simon Fradette – Director General, Regional Operations NSS between the dates of August 20, 2019 to August 1, 2020 that contain emails addresses with the domain name cisco.com.","Tous les courriels ou invitations au calendrier pour Simon Fradette, directeur général des opérations régionales pour la direction générale des services de réseaux et de sécurité, pour la période allant du 20 août 2019 au 1er août 2020 qui comprennent des adresses courriels avec le nom de domaine cisco.com.",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00171,2021,9,"SSC Network Infrastructure Review Committee (NIRRC) Draft Record of Decision (Virtual Meeting 13 - April 30, 2021) details the Committee review of a large directed procurement mandating the procurement of Cisco equipment with no substitute.",L’ébauche de compte rendu des décisions du Comité d’examen des besoins en infrastructure de réseau (CEBIR) de SPC (réunion virtuelle 13 - 30 avril 2021) qui détaille l’examen par le Comité d’un important marché dirigé exigeant l’approvisionnement en équipement de Cisco sans substitution.,DP (Disclosed in part / Communication partielle),8,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00171,2021,12,"SSC Network Infrastructure Review Committee (NIRRC) Draft Record of Decision (Virtual Meeting 13 - April 30, 2021) details the Committee review of a large directed procurement mandating the procurement of Cisco equipment with no substitute.",L’ébauche de compte rendu des décisions du Comité d’examen des besoins en infrastructure de réseau (CEBIR) de SPC (réunion virtuelle 13 - 30 avril 2021) qui détaille l’examen par le Comité d’un important marché dirigé exigeant l’approvisionnement en équipement de Cisco sans substitution.,DP (Disclosed in part / Communication partielle),8,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00172,2021,9,"Richard van Geilswyk's records between April 1, 2021 and August 13, 2021 that mention DMVPN and/or GETVPN as reason for a directed procurement or Sole Source justification in order to issue a procurement requesting Cisco technology.",Les documents de Richard van Geilswyk du 1er avril 2021 au 13 août 2021 mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe comme raisons pour un approvisionnement dirigé ou le recours à une source unique dans le but de réaliser un projet d’approvisionnement nécessitant la technologie de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00172,2021,11,"Richard van Geilswyk's records between April 1, 2021 and August 13, 2021 that mention DMVPN and/or GETVPN as reason for a directed procurement or Sole Source justification in order to issue a procurement requesting Cisco technology.",Les documents de Richard van Geilswyk du 1er avril 2021 au 13 août 2021 mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe comme raisons pour un approvisionnement dirigé ou le recours à une source unique dans le but de réaliser un projet d’approvisionnement nécessitant la technologie de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00176,2021,9,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between July 26, 2021 and Aug 2, 2021 including which Chairperson made each Cisco…","Fournir tous les documents concernant les décisions d’achats liées à Cisco du Comité d’examen des besoins en infrastructure de réseau de SPC au sein de la Direction générale des SRS du 26 juillet 2021 au 2 août 2021, y compris le président ou la présidente ayant effectué chaque... Cisco...",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00176,2021,11,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between July 26, 2021 and Aug 2, 2021 including which Chairperson made each Cisco…","Fournir tous les documents concernant les décisions d’achats liées à Cisco du Comité d’examen des besoins en infrastructure de réseau de SPC au sein de la Direction générale des SRS du 26 juillet 2021 au 2 août 2021, y compris le président ou la présidente ayant effectué chaque... Cisco...",NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00177,2021,9,"SSC's NIRRC (Meeting 13-April 30, 2021). Provide details of ""compatibility"" issue documented in Meeting 13. The documented testing of ""compatibility issue"", all emails of ""compatibility issue"", meeting of ""compatibility issue""","Comité d’examen des besoins en infrastructure de réseau de SPC (réunion 13, le 30 avril 2021). Fournir les détails des problèmes de compatibilité documentés pendant la réunion 13. Les essais documentés concernant les problèmes de compatibilité, tous les courriels concernant les problèmes de compatibilités et la réunion sur les problèmes de compatibilité.",DP (Disclosed in part / Communication partielle),20,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00177,2021,11,"SSC's NIRRC (Meeting 13-April 30, 2021). Provide details of ""compatibility"" issue documented in Meeting 13. The documented testing of ""compatibility issue"", all emails of ""compatibility issue"", meeting of ""compatibility issue""","Comité d’examen des besoins en infrastructure de réseau de SPC (réunion 13, le 30 avril 2021). Fournir les détails des problèmes de compatibilité documentés pendant la réunion 13. Les essais documentés concernant les problèmes de compatibilité, tous les courriels concernant les problèmes de compatibilités et la réunion sur les problèmes de compatibilité.",DP (Disclosed in part / Communication partielle),20,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00182,2021,9,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between Aug 30, 2021 and Sept 6, 2021.",Fournir tous les documents concernant les décisions d’achats liées à Cisco du Comité d’examen des besoins en infrastructure de réseau de SPC au sein de la Direction générale des SRS du 30 août 2021 au 6 septembre 2021.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00182,2021,11,"Provide all records for the Cisco related purchasing decisions of the Shared Services Canada Network Infrastructure Requirement Review Committee within the NSS Branch between Aug 30, 2021 and Sept 6, 2021.",Fournir tous les documents concernant les décisions d’achats liées à Cisco du Comité d’examen des besoins en infrastructure de réseau de SPC au sein de la Direction générale des SRS du 30 août 2021 au 6 septembre 2021.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00183,2021,9,"Provide all records within SSC's Procure2Pay system between Aug 30, 2021 and Sept 6, 2021 that contain any reference to Cisco,",Fournir tous les documents du système d’approvisionnement au paiement en ligne de SPC du 30 août 2021 au 6 septembre 2021 qui mentionnent Cisco.,DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00183,2021,11,"Provide all records within SSC's Procure2Pay system between Aug 30, 2021 and Sept 6, 2021 that contain any reference to Cisco,",Fournir tous les documents du système d’approvisionnement au paiement en ligne de SPC du 30 août 2021 au 6 septembre 2021 qui mentionnent Cisco.,DP (Disclosed in part / Communication partielle),1,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00185,2021,9,"All records for Dr. Johnson Kuruvila between April 1, 2021 and August 13, 2021 that references DMVPN and/or GETVPN as reason for a directed procurement or Sole Source justification in order to issue a procurement requesting Cisco technology.",Tous les documents de Johnson Kuruvila du 1er avril 2021 au 13 août 2021 mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe comme raisons pour un approvisionnement dirigé ou le recours à une source unique dans le but de réaliser un projet d’achat nécessitant la technologie de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
ssc-spc,A-2021-00185,2021,11,"All records for Dr. Johnson Kuruvila between April 1, 2021 and August 13, 2021 that references DMVPN and/or GETVPN as reason for a directed procurement or Sole Source justification in order to issue a procurement requesting Cisco technology.",Tous les documents de Johnson Kuruvila du 1er avril 2021 au 13 août 2021 mentionnant le réseau privé virtuel multipoint dynamique ou le RPV par Transport chiffré de groupe comme raisons pour un approvisionnement dirigé ou le recours à une source unique dans le but de réaliser un projet d’achat nécessitant la technologie de Cisco.,NE (No records exist / Aucun document n’existe),0,NA,NA,53,Shared Services Canada | Services partagés Canada,NA
