owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title
feddevontario,A-2021-36,2021,11,Black Entrepreneurship Program National Ecosystem Fund Project: Ref # 11438434;,Fonds national pour l'écosystème du Programme pour l’entrepreneuriat des communautés noires : Ref # 11438434;,DP (Disclosed in part / Communication partielle),4,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-36,2021,11,Black Entrepreneurship Program National Ecosystem Fund Project: Ref # 11438434;,Fonds national pour l'écosystème du Programme pour l’entrepreneuriat des communautés noires : Ref # 11438434;,DP (Disclosed in part / Communication partielle),4,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-37,2021,11,Black Entrepreneurship Program National Ecosystem Fund Project: Ref # 11445102;,Fonds national pour l'écosystème du Programme pour l’entrepreneuriat des communautés noires : Ref # 11445102;,DP (Disclosed in part / Communication partielle),4,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-37,2021,11,Black Entrepreneurship Program National Ecosystem Fund Project: Ref # 11445102;,Fonds national pour l'écosystème du Programme pour l’entrepreneuriat des communautés noires : Ref # 11445102;,DP (Disclosed in part / Communication partielle),4,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-38,2021,10,Ref # 11333062: Recommended Termination Agreement for FedDev Ontario - 2021-05-03,Ref # 11333062: Accord de résiliation recommandé pour FedDev Ontario,DP (Disclosed in part / Communication partielle),10,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-38,2021,10,Ref # 11333062: Recommended Termination Agreement for FedDev Ontario - 2021-05-03,Ref # 11333062: Accord de résiliation recommandé pour FedDev Ontario,DP (Disclosed in part / Communication partielle),10,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-39,2021,11,BN0008682: Proposed Project for FedDev Ontario (6 Core Projects) (11531089): 2021-06-08,BN0008682 Projet proposé pour FedDev Ontario: (6 projets) (11531089): 08-06-2021,DP (Disclosed in part / Communication partielle),32,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-39,2021,11,BN0008682: Proposed Project for FedDev Ontario (6 Core Projects) (11531089): 2021-06-08,BN0008682 Projet proposé pour FedDev Ontario: (6 projets) (11531089): 08-06-2021,DP (Disclosed in part / Communication partielle),32,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-40,2021,11,Please provide all Temporary Help Services (THS) Supply Arrangement (SA) and Standing Offer (SO) callups issued in the National Capital Region for the months January 2021 to September 2021. Please provide copies of contracts and callups.,Veuillez fournir tous les arrangements en matière d’approvisionnement (AA) et les demandes d’offres permanentes pour les services d’aide temporaire (SAT) produits par la région de la capitale nationale pour les mois de janvier 2021 au septembre 2021. Veuillez fournir les copies des contrats et des demandes.,NE (No records exist / Aucun document n’existe),0,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-40,2021,11,Please provide all Temporary Help Services (THS) Supply Arrangement (SA) and Standing Offer (SO) callups issued in the National Capital Region for the months January 2021 to September 2021. Please provide copies of contracts and callups.,Veuillez fournir tous les arrangements en matière d’approvisionnement (AA) et les demandes d’offres permanentes pour les services d’aide temporaire (SAT) produits par la région de la capitale nationale pour les mois de janvier 2021 au septembre 2021. Veuillez fournir les copies des contrats et des demandes.,NE (No records exist / Aucun document n’existe),0,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-43,2021,11,Please provide an electronic copy (English) of the Minister's Briefing Book which was received upon appointment to the position of the Minister of Federal Economic Development Agency for Southern Ontario in 2021.,Veuillez fournir une copie électronique (en anglais) du cahier d'information de la ministre reçu lors de sa nomination au poste de ministre de l'Agence fédérale de développement économique pour le Sud de l'Ontario en 2021.,DA (All disclosed / Communication totale),25,NA,NA,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
feddevontario,A-2021-43,2021,11,Please provide an electronic copy (English) of the Minister's Briefing Book which was received upon appointment to the position of the Minister of Federal Economic Development Agency for Southern Ontario in 2021.,Veuillez fournir une copie électronique (en anglais) du cahier d'information de la ministre reçu lors de sa nomination au poste de ministre de l'Agence fédérale de développement économique pour le Sud de l'Ontario en 2021.,DA (All disclosed / Communication totale),25,N/A,N/A,39,Federal Economic Development Agency for Southern Ontario | Agence fédérale de développement économique pour le Sud de l'Ontario
fin,A-2016-00461,2021,8,The impact of Canada Pension Plan enhancement on defined-benefit registered pension plan,L’incidence de la bonification du Régime de pensions du Canada sur le régime de pension agréé à prestations déterminées,DP (Disclosed in part / Communication partielle),61,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2016-00461,2021,9,The impact of Canada Pension Plan enhancement on defined-benefit registered pension plan,L’incidence de la bonification du Régime de pensions du Canada sur le régime de pension agréé à prestations déterminées,DP (Disclosed in part / Communication partielle),61,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01396,2021,8,"E-mails, showing any discussions around the revenue that was raised or lost as a result of changes to federal income tax that took effect on January 1, 2016","Les courriels, qui montrent toutes les discussions sur les recettes perçues ou perdues à la suite de changements à l’impôt fédéral sur le revenu qui sont entrés en vigueur le 1er janvier 2016.",DP (Disclosed in part / Communication partielle),304,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01396,2021,9,"E-mails, showing any discussions around the revenue that was raised or lost as a result of changes to federal income tax that took effect on January 1, 2016","Les courriels, qui montrent toutes les discussions sur les recettes perçues ou perdues à la suite de changements à l’impôt fédéral sur le revenu qui sont entrés en vigueur le 1er janvier 2016.",DP (Disclosed in part / Communication partielle),304,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01401,2021,8,E-mails showing any discussions around the possibility of raising additional government revenue and potential sources since November 2015,Courriels montrant toutes les discussions sur la possibilité de percevoir des recettes gouvernementales supplémentaires et les sources potentielles depuis novembre 2015,EX (All exempted / Exception totale),0,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01401,2021,9,E-mails showing any discussions around the possibility of raising additional government revenue and potential sources since November 2015,Courriels montrant toutes les discussions sur la possibilité de percevoir des recettes gouvernementales supplémentaires et les sources potentielles depuis novembre 2015,EX (All exempted / Exception totale),0,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01408,2021,8,"E-mails showing any discussions around the possibility of raising personal income tax rates, since November 2015","Courriels montrant des discussions sur la possibilité d’augmenter les taux d’imposition sur le revenu des particuliers, depuis novembre 2015",EX (All exempted / Exception totale),0,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01408,2021,9,"E-mails showing any discussions around the possibility of raising personal income tax rates, since November 2015","Courriels montrant des discussions sur la possibilité d’augmenter les taux d’imposition sur le revenu des particuliers, depuis novembre 2015",EX (All exempted / Exception totale),0,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01527,2021,8,"Briefing notes, memos, reports, showing any proposals around the possibility of raising personal income tax rates, since November 2015","Notes d’information, notes de service, rapports présentant des propositions concernant la possibilité d’augmenter les taux d’impôt sur le revenu des particuliers, depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01527,2021,9,"Briefing notes, memos, reports, showing any proposals around the possibility of raising personal income tax rates, since November 2015","Notes d’information, notes de service, rapports présentant des propositions concernant la possibilité d’augmenter les taux d’impôt sur le revenu des particuliers, depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01530,2021,8,"Briefing notes, memos, reports, showing any discussions around the possibility of raising the GST/HST, since November 2015","Notes d’information, notes de service, rapports montrant des discussions sur la possibilité d’augmenter la TPS/TVH depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01530,2021,9,"Briefing notes, memos, reports, showing any discussions around the possibility of raising the GST/HST, since November 2015","Notes d’information, notes de service, rapports montrant des discussions sur la possibilité d’augmenter la TPS/TVH depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01536,2021,8,"Briefing notes, memos, reports, showing any discussions around the possibility of raising CPP premiums since November 2015","Notes d’information, notes de service, rapports montrant des discussion ssur la possibilité d’augmenter les cotisations au RPC depuis novembre 2015",DP (Disclosed in part / Communication partielle),1163,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01536,2021,9,"Briefing notes, memos, reports, showing any discussions around the possibility of raising CPP premiums since November 2015","Notes d’information, notes de service, rapports montrant des discussion ssur la possibilité d’augmenter les cotisations au RPC depuis novembre 2015",DP (Disclosed in part / Communication partielle),1163,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01537,2021,8,"Provide copies of any briefing notes, memos, reports, showing any discussions around the possibility of raising additional government revenue and potential sources since November 2015","Fournir des copies des notes d’information, de notes de services et des rapports montrant des discussions sur la possibilité de percevoir des recettes gouvernementales supplémentaires et les sources potentielles depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2018-01537,2021,9,"Provide copies of any briefing notes, memos, reports, showing any discussions around the possibility of raising additional government revenue and potential sources since November 2015","Fournir des copies des notes d’information, de notes de services et des rapports montrant des discussions sur la possibilité de percevoir des recettes gouvernementales supplémentaires et les sources potentielles depuis novembre 2015",DP (Disclosed in part / Communication partielle),158,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00176,2021,8,Briefing Note 2020FIN496427 - Letters Requesting Financial Information of Fuel Charge Proceeds and Proceeds Returned,Note d’information 2020FIN496427 – Lettres demandant des renseignements financiers sur les produits issus de la redevance sur les combustibles et les produits retournés,DP (Disclosed in part / Communication partielle),59,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00176,2021,9,Briefing Note 2020FIN496427 - Letters Requesting Financial Information of Fuel Charge Proceeds and Proceeds Returned,Note d’information 2020FIN496427 – Lettres demandant des renseignements financiers sur les produits issus de la redevance sur les combustibles et les produits retournés,DP (Disclosed in part / Communication partielle),59,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00184,2021,8,Briefing Note 2017FIN463213 - Meeting with the Financial Consumer Agency of Canada on sales practices review,Note d’information 2017FIN463213 – Réunion avec l’Agence de la consommation en matière financière du Canada sur l’examen des pratiques de vente,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00184,2021,9,Briefing Note 2017FIN463213 - Meeting with the Financial Consumer Agency of Canada on sales practices review,Note d’information 2017FIN463213 – Réunion avec l’Agence de la consommation en matière financière du Canada sur l’examen des pratiques de vente,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00195,2021,8,"Information about the transition from CERB to EI, as well as the three other benefits in place: Recovery Benefit, Recovery Sickness Benefit and Recovery Caregiving Benefit","Information concernant la transition de la PCU vers l’assurance-emploi, ainsi que les 3 autres prestations mises en place; Relance économique, Maladie pour la relance économique, et Relance économique pour proche aidant",DP (Disclosed in part / Communication partielle),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00195,2021,9,"Information about the transition from CERB to EI, as well as the three other benefits in place: Recovery Benefit, Recovery Sickness Benefit and Recovery Caregiving Benefit","Information concernant la transition de la PCU vers l’assurance-emploi, ainsi que les 3 autres prestations mises en place; Relance économique, Maladie pour la relance économique, et Relance économique pour proche aidant",DP (Disclosed in part / Communication partielle),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00302,2021,8,"Briefing Note 2020FIN498172 - Update on the June 22, 2020 Financial Institutions Supervisory Committee (FISC) Meeting",Note d’information 2020FIN498172 – Mise à jour sur la réunion du 22 juin 2020 du Comité de surveillance des institutions financières (CSIF),DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00302,2021,9,"Briefing Note 2020FIN498172 - Update on the June 22, 2020 Financial Institutions Supervisory Committee (FISC) Meeting",Note d’information 2020FIN498172 – Mise à jour sur la réunion du 22 juin 2020 du Comité de surveillance des institutions financières (CSIF),DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00347,2021,8,Briefing Note 2020FIN495759 - Acquisition of control of Oak Trust Company by Raymond James Ltd,Note d’information 2020FIN495759 – Acquisition du contrôle d’Oak Trust Company par Raymond James Ltd,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00347,2021,9,Briefing Note 2020FIN495759 - Acquisition of control of Oak Trust Company by Raymond James Ltd,Note d’information 2020FIN495759 – Acquisition du contrôle d’Oak Trust Company par Raymond James Ltd,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00358,2021,8,"Briefing Note 2020FIN499010 - Fifth Third Securities, Inc.","Note d’information 2020FIN499010 – Fifth Third Securities, Inc.",DP (Disclosed in part / Communication partielle),2,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00358,2021,9,"Briefing Note 2020FIN499010 - Fifth Third Securities, Inc.","Note d’information 2020FIN499010 – Fifth Third Securities, Inc.",DP (Disclosed in part / Communication partielle),2,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00453,2020,11,Briefing note 2020FIN499276 – Performance Audit of the Canada Emergency Wage Subsidy – Information Request – Cabinet confidence documents,Note d’information 2020FIN499276 – Vérification du rendement de la Subvention salariale d’urgence du Canada – Demande d’information – Documents confidentiels du Cabinet,DA (All disclosed / Communication totale),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00453,2020,11,Briefing note 2020FIN499276 – Performance Audit of the Canada Emergency Wage Subsidy – Information Request – Cabinet confidence documents,Note d’information 2020FIN499276 – Vérification du rendement de la Subvention salariale d’urgence du Canada – Demande d’information – Documents confidentiels du Cabinet,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00537,2021,8,Briefing Note 2020FIN499520 - Meetings with Canadian Bank Chief Executive Officers,Note d’information 2020FIN499520 – Rencontres avec les dirigeants de la Banque canadienne,DP (Disclosed in part / Communication partielle),19,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00537,2021,9,Briefing Note 2020FIN499520 - Meetings with Canadian Bank Chief Executive Officers,Note d’information 2020FIN499520 – Rencontres avec les dirigeants de la Banque canadienne,DP (Disclosed in part / Communication partielle),19,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00557,2021,8,Briefing Note 2020FIN499274 - Deputy Minister Committee (DMC) on Sectoral Recovery,Note d’information 2020FIN499274 – Comité des sous-ministres (CGM) sur la relance sectorielle,DP (Disclosed in part / Communication partielle),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00557,2021,9,Briefing Note 2020FIN499274 - Deputy Minister Committee (DMC) on Sectoral Recovery,Note d’information 2020FIN499274 – Comité des sous-ministres (CGM) sur la relance sectorielle,DP (Disclosed in part / Communication partielle),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00596,2021,8,Briefing Note 2020FIN499363 - Background - Department of Finance Survey of Private Sector Economists,Note d’information 2020FIN499363 – Contexte - Enquête du ministère des Finances auprès des économistes du secteur privé,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00596,2021,9,Briefing Note 2020FIN499363 - Background - Department of Finance Survey of Private Sector Economists,Note d’information 2020FIN499363 – Contexte - Enquête du ministère des Finances auprès des économistes du secteur privé,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00669,2021,8,Briefing Note 2020FIN500514 - Auditor General of Canada's letter to Deputy Heads regarding the advancement of the COVID-19 performance audits,Note d’information 2020FIN500514 – Lettre du vérificateur général du Canada aux administrateurs généraux concernant l’avancement des audits de l’exécution des mesures liées COVID-19,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00669,2021,9,Briefing Note 2020FIN500514 - Auditor General of Canada's letter to Deputy Heads regarding the advancement of the COVID-19 performance audits,Note d’information 2020FIN500514 – Lettre du vérificateur général du Canada aux administrateurs généraux concernant l’avancement des audits de l’exécution des mesures liées COVID-19,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00707,2021,8,"Records created in advance of or to assist with the meeting between the Conference for Advanced Life Underwriting (CALU) and Lori Merrigan, on or about May 12, 2020","Documents créés avant ou pour aider à la réunion entre la Conference for Advanced Life Underwriting (CALU et Lori Merrigan, le ou vers le 12 mai 2020",DA (All disclosed / Communication totale),2,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00707,2021,9,"Records created in advance of or to assist with the meeting between the Conference for Advanced Life Underwriting (CALU) and Lori Merrigan, on or about May 12, 2020","Documents créés avant ou pour aider à la réunion entre la Conference for Advanced Life Underwriting (CALU et Lori Merrigan, le ou vers le 12 mai 2020",DA (All disclosed / Communication totale),2,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00734,2021,8,"Records created in advance of or to assist with the meeting between the Conference for Advanced Life Underwriting (CALU) and Ted Cook, on or about November 6, 2019","Documents créés avant ou pour aider à la réunion entre la Conference for Advanced Life Underwriting (CALU) et Ted Cook, le ou vers le 6 novembre 2019.",DA (All disclosed / Communication totale),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00734,2021,9,"Records created in advance of or to assist with the meeting between the Conference for Advanced Life Underwriting (CALU) and Ted Cook, on or about November 6, 2019","Documents créés avant ou pour aider à la réunion entre la Conference for Advanced Life Underwriting (CALU) et Ted Cook, le ou vers le 6 novembre 2019.",DA (All disclosed / Communication totale),4,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00769,2021,8,Briefing Note 2020FIN501412 - Deputy Minister consideration of Investment Canada Act cases,Note d’information 2020FIN501412 – Examen par le sous-ministre des dossiers visés par Loi sur Investissement Canada,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00769,2021,9,Briefing Note 2020FIN501412 - Deputy Minister consideration of Investment Canada Act cases,Note d’information 2020FIN501412 – Examen par le sous-ministre des dossiers visés par Loi sur Investissement Canada,DP (Disclosed in part / Communication partielle),3,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00771,2021,8,Briefing Note 2020FIN499805 - Economic Impact of Accessible and Affordable High-Quality Child Care,"Note d’information 2020FIN499805 – Incidence économique du système de garde des jeunes enfants de haute qualité, abordable et accessible",DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00771,2021,9,Briefing Note 2020FIN499805 - Economic Impact of Accessible and Affordable High-Quality Child Care,"Note d’information 2020FIN499805 – Incidence économique du système de garde des jeunes enfants de haute qualité, abordable et accessible",DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00780,2021,8,Briefing Note 2020FIN500047 - Meeting with Canadian Imperial Bank of Commerce (CIBC) Capital Markets Regarding Tax Incentives for Carbon Reduction,Note d’information 2020FIN500047 – Rencontre avec la Banque Canadienne Impériale de Commerce (CIBC) sur les marchés financiers concernant les incitatifs fiscaux à la réduction du carbone,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00780,2021,9,Briefing Note 2020FIN500047 - Meeting with Canadian Imperial Bank of Commerce (CIBC) Capital Markets Regarding Tax Incentives for Carbon Reduction,Note d’information 2020FIN500047 – Rencontre avec la Banque Canadienne Impériale de Commerce (CIBC) sur les marchés financiers concernant les incitatifs fiscaux à la réduction du carbone,DP (Disclosed in part / Communication partielle),6,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00812,2021,8,Briefing Note 2020FIN500080 - Cullen Commission of Inquiry into Money Laundering in British Columbia- Main Hearings,Note d’information 2020FIN500080 – Commission d’enquête sur le blanchiment d’argent en Colombie-Britannique – Principales audiences,DP (Disclosed in part / Communication partielle),12,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fin,A-2020-00812,2021,9,Briefing Note 2020FIN500080 - Cullen Commission of Inquiry into Money Laundering in British Columbia- Main Hearings,Note d’information 2020FIN500080 – Commission d’enquête sur le blanchiment d’argent en Colombie-Britannique – Principales audiences,DP (Disclosed in part / Communication partielle),12,NA,NA,44,Department of Finance Canada | Ministère des Finances Canada
fintrac-canafe,A-2018-00113,2018,3,Records dealing with the treatment and implications of Voluntary Disclosures of Non Compliance (VSDNC).,Documents concernant du traitement et des implications des auto-déclarations volontaires de non-conformité (ADVNC),DP (Disclosed in part / Communication partielle),121,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00113,2019,3,Records dealing with the treatment and implications of Voluntary Disclosures of Non Compliance (VSDNC).,Documents concernant du traitement et des implications des auto-déclarations volontaires de non-conformité (ADVNC),DP (Disclosed in part / Communication partielle),121,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00114,2018,2,Statistical information on Cross Border Currency Reports.,Renseignements statistiques sur les déclarations de mouvements transfrontaliers d’espèces et d’effets.,DP (Disclosed in part / Communication partielle),7,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00114,2019,2,Statistical information on Cross Border Currency Reports.,Renseignements statistiques sur les déclarations de mouvements transfrontaliers d’espèces et d’effets.,DP (Disclosed in part / Communication partielle),7,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00119,2018,2,"List of all the strategic intelligence reports produced since January 1, 2017 up to January 17, 2019.",Liste de tous les rapports de renseignements stratégiques produits du 1er janvier 2017 au 17 janvier 2019.,DP (Disclosed in part / Communication partielle),2,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00119,2019,2,"List of all the strategic intelligence reports produced since January 1, 2017 up to January 17, 2019.",Liste de tous les rapports de renseignements stratégiques produits du 1er janvier 2017 au 17 janvier 2019.,DP (Disclosed in part / Communication partielle),2,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00123,2018,2,"List of all briefing materials and memos prepared for the Director, and the deputy directors of the Financial Transactions and Reports Analysis Centre of Canada (FINTRAC) in the months of October 2018, November 2018 and December 2018.","Liste de tout le matériel d’information et de toutes les notes de service préparés pour la directrice et les sous-directeurs du Centre d’analyse des opérations et déclarations financières du Canada (CANAFE) au cours des mois d’octobre 2018, novembre 2018 et décembre 2018.",DP (Disclosed in part / Communication partielle),6,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00123,2019,2,"List of all briefing materials and memos prepared for the Director, and the deputy directors of the Financial Transactions and Reports Analysis Centre of Canada (FINTRAC) in the months of October 2018, November 2018 and December 2018.","Liste de tout le matériel d’information et de toutes les notes de service préparés pour la directrice et les sous-directeurs du Centre d’analyse des opérations et déclarations financières du Canada (CANAFE) au cours des mois d’octobre 2018, novembre 2018 et décembre 2018.",DP (Disclosed in part / Communication partielle),6,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00127,2018,3,"List of all briefing materials and memos prepared for the Director, and the deputy directors of the Financial Transactions and Reports Analysis Centre of Canada (FINTRAC) in the month of January 2019.",Liste de tout le matériel d’information et de toutes les notes de service préparés pour la directrice et les sous-directeurs du Centre d’analyse des opérations et déclarations financières du Canada (CANAFE) au cours du mois de janvier 2019.,DP (Disclosed in part / Communication partielle),4,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00127,2019,3,"List of all briefing materials and memos prepared for the Director, and the deputy directors of the Financial Transactions and Reports Analysis Centre of Canada (FINTRAC) in the month of January 2019.",Liste de tout le matériel d’information et de toutes les notes de service préparés pour la directrice et les sous-directeurs du Centre d’analyse des opérations et déclarations financières du Canada (CANAFE) au cours du mois de janvier 2019.,DP (Disclosed in part / Communication partielle),4,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00134,2018,3,Records regarding suspicious monetary flows between the countries of Bangladesh and Canada under FINTRAC's Strategic Financial Intelligence Program.,Documents concernant les mouvements monétaires entre le Bangladesh et le Canada liés au programme de renseignements financiers stratégiques de CANAFE,NE (No records exist / Aucun document n’existe),0,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
fintrac-canafe,A-2018-00134,2019,3,Records regarding suspicious monetary flows between the countries of Bangladesh and Canada under FINTRAC's Strategic Financial Intelligence Program.,Documents concernant les mouvements monétaires entre le Bangladesh et le Canada liés au programme de renseignements financiers stratégiques de CANAFE,NE (No records exist / Aucun document n’existe),0,NA,NA,16,Financial Transactions and Reports Analysis Centre of Canada | Centre d'analyse des opérations et déclarations financières du Canada
hc-sc,A-2016-001449,2021,4,"Briefing materials on two topics - the Canada Health Transfer and on Federal/Provincial health funding negotiations/meetings. Time frame is since August 1, 2016.",Documents d’information sur deux sujets - le Transfert canadien en matière de santé et sur les négociations/réunions fédérales/provinciales sur le financement de la santé. Le délai est depuis le 1er août 2016.,DP (Disclosed in part / Communication partielle),347,NA,NA,107,Health Canada | Santé Canada
hc-sc,A-2016-001449,2021,4,"Briefing materials on two topics - the Canada Health Transfer and on Federal/Provincial health funding negotiations/meetings. Time frame is since August 1, 2016.",Documents d’information sur deux sujets - le transfert canadien en matière de santé et sur les négociations/réunions fédérales/provinciales sur le financement de la santé. Le délai est depuis le 1er août 2016.,DP (Disclosed in part / Communication partielle),347,NA,NA,107,Health Canada | Santé Canada
hc-sc,A-2020-000536,2021,5,Adverse Drug Reaction (ADR) for INFLUENZA VACCINE. Report number: 736893.,Déclaration d'effet indésirable (DEI) pour « INFLUENZA VACCINE ». Numéro d'identification : 736893.,DP (Disclosed in part / Communication partielle),21,NA,NA,107,Health Canada | Santé Canada
